Vendor_name,MYCT,MMIN,MMAX,CACH,CHMIN,CHMAX,PRP
0.0,0.2566297708806564,0.25107383385349114,0.42044510136079716,1.0,0.9255128526390367,1.0,1.2299051727023496
0.09251567861159543,0.04589361024047359,0.8744630830732544,0.9999999999999999,0.46188021535170065,0.6941346394792774,0.6761234037828133,1.5291433264653878
0.09251567861159543,0.04589361024047359,0.8744630830732544,0.9999999999999999,0.46188021535170065,0.6941346394792774,0.6761234037828133,1.3327880821029945
0.09251567861159543,0.04589361024047359,0.8744630830732544,0.9999999999999999,0.46188021535170065,0.6941346394792774,0.6761234037828133,1.09244295721661
0.09251567861159543,0.04589361024047359,0.8744630830732544,0.7172364546166964,0.46188021535170065,0.6941346394792774,0.47809144373375745,0.833974783389414
0.09251567861159543,0.03548820234338418,0.8744630830732544,0.9999999999999999,0.6531972647421809,0.6941346394792774,0.6761234037828133,1.6925482441293576
0.09251567861159543,0.024463052604540375,1.0,0.9999999999999999,0.6531972647421809,0.9255128526390367,0.6761234037828133,1.832488690727717
0.09251567861159543,0.024463052604540375,1.0,0.9999999999999999,0.6531972647421809,0.9255128526390367,0.6761234037828133,2.1127403657011623
0.09251567861159543,0.024463052604540375,1.0,0.9999999999999999,0.6531972647421809,0.9255128526390367,0.6761234037828133,2.312497030215387
0.09251567861159543,0.024463052604540375,1.0,0.9999999999999999,0.9237604307034013,1.0,0.9561828874675149,2.312497030215387
0.16350545562146046,0.5773485213041466,0.4978523322930176,0.2831163275138352,0.0,0.0,0.16903085094570333,-0.3819590957749479
0.16350545562146046,0.5773485213041466,0.37661075078023687,0.30968053522689953,0.16329931618554522,0.0,0.2927700218845599,-0.3318719893633445
0.22335260603626417,0.1317419786567726,0.6233892492197631,0.49297950599861373,0.6582805886043833,0.0,0.33806170189140666,0.48145085078106276
0.22335260603626417,0.10719990754847661,0.7489261661465089,0.7172364546166964,0.6582805886043833,0.0,0.33806170189140666,0.8773812400939983
0.2760790040125524,0.5303765750850623,0.0,0.0,0.0,0.0,0.23904572186687872,-1.6855669316026252
0.2760790040125524,0.3643327226290519,0.37661075078023687,0.7172364546166964,0.0,0.46275642631951835,0.6761234037828133,-0.4622633231923013
0.32374731147345703,0.3199944597650325,0.38080657134768614,0.22227742259352282,0.23094010767585033,0.46275642631951835,0.46291004988627577,-1.0588065668945885
0.32374731147345703,0.28491814044985964,0.37661075078023687,0.3795929146449101,0.0,0.6495607655709434,0.6761234037828133,-0.6801595400991761
0.32374731147345703,0.28491814044985964,0.4978523322930176,0.22227742259352282,0.0,0.5372435736804816,0.47809144373375745,-0.5807703177528117
0.32374731147345703,0.23145669130454358,0.7893400266507692,0.3795929146449101,0.972967967955095,0.6941346394792774,0.9561828874675149,0.7409058710692312
0.32374731147345703,0.28491814044985964,0.5712867211513107,0.4320238760511731,0.0,0.5372435736804816,0.6761234037828133,-0.6127890711700494
0.32374731147345703,0.28491814044985964,0.7027622516643471,0.42819553984672964,0.0,0.5372435736804816,0.5345224838248488,-0.5197201588498667
0.32374731147345703,0.28491814044985964,0.6487017424990368,0.42819553984672964,0.0,0.5981040045018439,0.9561828874675149,0.08019900693584749
0.32374731147345703,0.23145669130454358,0.7027622516643471,0.42819553984672964,0.0,0.5981040045018439,0.9561828874675149,0.2948883753446926
0.36758284421387477,0.5005673779283095,0.12553691692674562,0.42044510136079716,0.0,0.0,0.4140393356054125,-0.8722440914582182
0.36758284421387477,0.5005673779283095,0.37661075078023687,0.22227742259352282,0.16329931618554522,0.0,0.20701966780270625,0.20053376897435785
0.36758284421387477,0.5005673779283095,0.25107383385349114,0.42044510136079716,0.0,0.0,0.2927700218845599,-0.5197201588498667
